Gene stable ID,drug_claim_name,drug_target_genes,genes_PPI1
ENSG00000171793,#ara-CTP#Cyclopentenylcytosine,,",ENSG00000060762,ENSG00000054282"
ENSG00000171843,#cisplatin#Leukotriene receptor antagonists#montelukast,,",ENSG00000005022,ENSG00000224877"
ENSG00000171848,#FLUDARABINE PHOSPHATE#CO-101#GEMCITABINE#CLOFARABINE#cladribine#Gemcitabine prodrug#Hydroxyurea#TRIAPINE#LY-2334737#MOTEXAFIN GADOLINIUM#NKP-46#MOTEXAFIN GADOLINIUM#GALLIUM NITRATE#Gemcitabine#CALAA-01#TEZACITABINE#LOR-2040#HYDROXYUREA#GEMCITABINE HYDROCHLORIDE#cytarabine#Triapine#TRIAPINE,,",ENSG00000118965,ENSG00000157404"
ENSG00000171855,"#NU-100#Gene therapy, IFN-b#PF-06823859#Interferon beta-1a#AZ-01, PEGylated interferon-beta#Biferonex#PEGylated IFN beta 1-a#Interferon beta 1a inhalation - Synairgen#PLEGRIDY#TV-1390#ARX-424#FP-1201#PF-06823859",,",ENSG00000275700,ENSG00000226761"
ENSG00000171858,#DORLIMOMAB ARITOX#ELX-02#MT-3724#CYCLOHEXIMIDE#ATALUREN,,",ENSG00000149557,ENSG00000105205,ENSG00000182768,ENSG00000111196,ENSG00000188089,ENSG00000134262,ENSG00000129083,ENSG00000188393,ENSG00000114933,ENSG00000131748,ENSG00000198728"
ENSG00000171862,#Rucaparib#Alpelisib#DETD-35#unspecified PD-1 antibody#Capivasertib#ASN003#ST-162#RER#Chemotherapy#VEMURAFENIB#NIVOLUMAB#Borussertib#ALPELISIB#Vemurafenib#Metformin#Palbociclib#LY3023414#Idelalisib#PF-05212384#MTOR INHIBITOR#MS417#Vandetanib#Paclitaxel#PLX4720#GDC0879#Docetaxel#Sirolimus#PF-04691502#VANDETANIB#TEMSIROLIMUS#Oxaliplatin#AT13148#Abiraterone#Selumetinib#OSI-027#GDC-0152#Tipifarnib#fluorouracil#EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR#CETUXIMAB#Cetuximab#Cetuximab#capecitabine#GSK2256098#OP449#YU238259#unspecified IGF-1R antibody#Taselisib#BI-69A11#BGT226#ONC201#Voxtalisib#Gemcitabine#LY2780301#BYL719#Panitumumab#Everolimus#PANITUMUMAB#ERLOTINIB#CARBOPLATIN#GDC-0084#BAY1125976#LY294002#Vistusertib#Gedatolisib#XL147#AZD6482#KU-55933#CYH33#Ganitumab#GSK2126458#1372540-25-4#XL-147#BLZ945#Osimertinib#VS-5584#CX-6258#M2698#Temsirolimus#PEMBROLIZUMAB#GEFITINIB#Ribociclib#Buparlisib#Talazoparib#AZD8186#Topotecan#SAR 260301.00#E6201#Rigosertib Sodium#Acalisib#GSK2334470#Leucovorin#Capmatinib#Imatinib#CETUXIMAB#BAY80-6946#CUDC-907#AZD8186#TGX-221#Trastuzumab#Nivolumab#DHM25#Pemetrexed Disodium#AZD8055#A-1210477#S63845#Atezolizumab#Trametinib#XL765#EVEROLIMUS#ERLOTINIB#PANITUMUMAB#KX2-391#PD-0325901#Enzalutamide#AZD8835#CX-5461#Sunitinib#PX-866#Cisplatin#Afatinib#GSK2636771#cisplatin#ENZALUTAMIDE#PICTILISIB#DS-7423#2-Methoxyestradiol#Pembrolizumab#NVP-AEW541#Venetoclax#Ipatasertib#Regorafenib#Sirolimus#LAPATINIB#TEMSIROLIMUS#MEN1611#MK2206#Temozolomide#KU-60019#Niraparib#SF1126#Sorafenib#RMC-5552#TAS-117#Fluorouracil#Letrozole#TRASTUZUMAB#CCT128930#A66#PKI-402#Apitolisib#Encorafenib#Vorinostat#Olaparib#WEHI-539#U0126#Infigratinib#Uprosertib#Navitoclax#AR-mTOR-26#ARQ 751#GSK690693#ZSTK474#EVEROLIMUS#BYL719#PROGESTERONE#carboplatin#PI3K/BET INHIBITOR LY294002#TASELISIB#MEK INHIBITOR CI-1040#Veliparib#Everolimus#Onatasertib#Fulvestrant#CAPIVASERTIB#Carboplatin#Dactolisib#Pictilisib#GSK2636771#Birinapant#NVP-BEZ235#Miransertib#PF-04691502#Sapanisertib#VE800#AZD5991#CHEMOTHERAPEUTIC AGENT#GEFITINIB#IPATASERTIB#BUPARLISIB#PACLITAXEL#UMI-77#Panulisib#PKI-179#ABT-737#Torkinib#Copanlisib#Dabrafenib#PI3KBETA INHIBITOR AZD8186#AKT INHIBITOR MK2206#Binimetinib#CC-115,,",ENSG00000214706,ENSG00000105270,ENSG00000170037,ENSG00000140009,ENSG00000081692,ENSG00000117153,ENSG00000130876"
ENSG00000171863,#MT-3724#CYCLOHEXIMIDE#ATALUREN#DORLIMOMAB ARITOX#ELX-02,,",ENSG00000105205,ENSG00000188393,ENSG00000198728,ENSG00000186862,ENSG00000242372,ENSG00000131748,ENSG00000140945,ENSG00000111196,ENSG00000204449,ENSG00000182768,ENSG00000149557,ENSG00000114933,ENSG00000134262,ENSG00000129083"
ENSG00000171867,#BREFELDIN A,,",ENSG00000161981,ENSG00000140009"
ENSG00000171873,#ERGOTAMINE TARTRATE#DROXIDOPA#NAFTOPIDIL#BETHANIDINE#PMID30124346-Compound-LDT8#Trimazosin#PHENYLEPHRINE BITARTRATE#ALSEROXYLON#PROPERICIAZINE#TERAZOSIN#TERAZOSIN#TOLAZOLINE HYDROCHLORIDE#PAPAVERINE#methoxamine#DOXAZOSIN#DAPIPRAZOLE#DOXAZOSIN#MEDETOMIDINE#TAMSULOSIN#PRAZOSIN HYDROCHLORIDE#epinephrine#norepinephrine#PRAZOSIN#PRAZOSIN#ALFUZOSIN HYDROCHLORIDE#DIPIVEFRIN HYDROCHLORIDE#AVIPTADIL#BETHANIDINE#Phenylephrine hydrochloride gel#Bunazosin#ERGOLOID MESYLATES#SERTINDOLE#SERTINDOLE#Alfuzosin#Labetalol#isoproterenol#RAUWOLFIA SERPENTINA#PHENOXYBENZAMINE HYDROCHLORIDE#PROMAZINE#METARAMINOL BITARTRATE#BUCINDOLOL HYDROCHLORIDE#METOPROLOL SUCCINATE#TAMSULOSIN#PROPIOMAZINE#TAMSULOSIN HYDROCHLORIDE#MIDODRINE HYDROCHLORIDE#MEPHENTERMINE SULFATE#DEBRISOQUIN#Armodafinil#Prazosin#NOREPINEPHRINE#EPINEPHRINE#BUNAZOSIN#dopamine#Alpha-adrenoreceptor antagonists#TRIMIPRAMINE MALEATE#METHOXAMINE HYDROCHLORIDE#ISOXSUPRINE HYDROCHLORIDE#EPHEDRINE SULFATE#ALFUZOSIN#SERTINDOLE#TETRAHYDROZOLINE HYDROCHLORIDE#OXYMETAZOLINE HYDROCHLORIDE#EPINEPHRINE BITARTRATE#CYPROTERONE ACETATE#DAPIPRAZOLE#PHENYLEPHRINE HYDROCHLORIDE#CARVEDILOL PHOSPHATE#CARVEDILOL#EPINEPHRINE#NOREPINEPHRINE BITARTRATE#EPHEDRINE HYDROCHLORIDE#METHOTRIMEPRAZINE#Carvedilol#AGN-214868#MOXISYLYTE#NOREPINEPHRINE#PHENTOLAMINE MESYLATE#SOU-001#DL-017#Urapidil#PMID30124346-Compound-LDT66#PROMAZINE#ALFUZOSIN#Terazosin#PROPERICIAZINE#DOXAZOSIN MESYLATE#XYLOMETAZOLINE#Midodrine#Ergotamine#Doxazosin#PROPIOMAZINE#TERAZOSIN HYDROCHLORIDE#NAPHAZOLINE HYDROCHLORIDE#LABETALOL HYDROCHLORIDE#HYDROXYAMPHETAMINE HYDROBROMIDE#PHENYLEPHRINE#DEBRISOQUIN#METHOTRIMEPRAZINE#Moxisylyte#phenylephrine,,",ENSG00000131966"
ENSG00000172057,#fluticasone propionate,,",ENSG00000186198"
ENSG00000172062,"#PT-103#NSC-26699#2-AMINO-ANTHRAQUINONE#NSC-234945#CID 887167#CID 752709#RG7800#KENPAULLONE#CHRYSIN#TDR77585#CID 1540951#4',7-DIMETHOXY-5-HYDROXYGENISTEIN#CID 4101591#7,3'-DIMETHOXYFLAVONE#DNDI1417031#7-HYDROXY ISOFLAVONE#CID 3238892#SU-6656#PIFITHRIN-ALPHA#4'-METHOXYFLAVONE#METHYL ROBUSTONE#DESMETHOXYYANGONIN#2-PYRIDYLKETONE BENZOYL HYDRAZONE#CID 739615#RETUSIN 7-METHYL ETHER#DIBENZOYLMETHANE#DNDI1416969#DNDI1416988#CID 926663#2-(2'-METHOXYPHENYL)-1H-INDOLE#DNDI1417260#CID 5310655#GNF-PF-1872#LMI070#SU-4312#PHENAMIL#2-PHENYLAMINO-[1,4]NAPHTHOQUINONE#risdiplam#2-ETHYLANTHRAQUINONE#LUTEOLIN#NITAZOXANIDE#VALPROIC ACID#CID 650707#BENZENE-1,2-DIAMINE#CID 1245272#N-(4-NITROPHENYL)ANTHRANILIC ACID#INDIRUBIN-3-MONOXIME#CID 670282#SELICICLIB#5,7-DIMETHOXYISOFLAVONE#2-(PHENOXYMETHYL)BENZOTHIAZOLE#2-(3,4-METHYLENEDIOXYPHENYL)BENZOTHIAZOLE#2-(3',4'-METHYLENEDIOXYPHENYL)QUINOLINE#THIABENDAZOLE#JNJ-16259685#GENISTEIN#FORMONONETIN#MYCOPHENOLIC ACID#GNF-PF-516#NECROSTATIN#NICLOSAMIDE#2-(STYRYL)-BENZIMIDAZOLE#GNF-PF-1000#METHOXYVONE#HOE-33342#4-BENZYLOXYANILINE#2-(4-NITROBENZYLSULFANYL)BENZOXAZOLE#CID2350207#LEFLUNOMIDE#ACLARUBICIN#AMIKACIN#LOVASTATIN#GNF-PF-3501#GNF-PF-2812#CID 1225609#FRENTIZOLE#GNF-PF-1235#SODIUM 4-PHENYLBUTYRATE#PHENYLBUTYRATE#ONASEMNOGENE ABEPARVOVEC#INDOPROFEN#DNDI1417597#7-METHOXYISOFLAVONE#CID 867101#PIPERINE#3',4'-DIHYDROXYFLAVONE#(E)-2-STYRYLCHROMONE#10-METHOXYLRUTAECARPINE#TCMDC-124585#CID 893238#AG1295#DNDI1417195#DAIDZEIN#LASSBIO-294#2-METHOXYPHENAZINE#2-(4-METHOXYPHENYL)BENZO[D]THIAZOLE#XANTHYLETIN#CID 3237815#6,4'-DIMETHOXYFLAVONE#CID 695758#7-METHOXY-BAPTIGENIN#AG-494#DEHYDROVARIABILIN#NSC-102045#PHENAMIL METHANESULFONATE#DNDI1417268#BIOCHANIN#LAPACHOL#2-(2-NITROBENZYLSULFANYL)BENZOXAZOLE#DNDI1417548#ANISINDIONE#2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE#DNDI1417701#6-AZAURIDINE#CAFFEIC ACID PHENETHYL ESTER#NABUMETONE#HYDRALAZINE HYDROCHLORIDE#PICEATANNOL#HYDRALAZINE#BROXURIDINE#GNF-PF-992#GNF-PF-3037#APIGENIN#GNF-PF-1211#AZARIBINE#AG-1296#PD-98059#TRICHOSTATIN#NSC-93401#NSC-116702#N-HISTIDYL-2-AMINONAPHTHALENE (BETANA)#RUTAECARPINE#IPRIFLAVONE#7,2'-DIHYDROXYFLAVONE#RESVERATROL",,",ENSG00000170293,ENSG00000242372"
ENSG00000172071,#Indoline derivative 11#Indoline derivative 7#Indoline derivative 9#Phenylpyrrolidinone derivative 4#Tricyclic isoxazoloquinazoline derivative 1#Indoline derivative 3#Indoline derivative 6#Phenylpyrrolidinone derivative 2#Phenylpyrrolidinone derivative 3#Tricyclic isoxazoloquinazoline derivative 2#Indoline derivative 2#Phenylpyrrolidinone derivative 5#GSK2606414#Indoline derivative 10#Indoline derivative 8#Phenylpyrrolidinone derivative 1#Tricyclic isoxazoloquinazoline derivative 3#Tricyclic isoxazoloquinazoline derivative 4,,",ENSG00000213995,ENSG00000145020"
ENSG00000172156,#TYROSINE KINASE INHIBITOR#TNF-ALPHA#ROXITHROMYCIN#Bertilimumab#BERTILIMUMAB#methadone#MOMETASONE FUROATE,,",ENSG00000073536,ENSG00000175224,ENSG00000113594,ENSG00000275700,ENSG00000100345,ENSG00000008988,ENSG00000108602"
ENSG00000172175,#MEPAZINE ACETATE,,",ENSG00000141527,ENSG00000108312,ENSG00000175324,ENSG00000162643"
ENSG00000172179,#BACITRACIN#OPIOIDS#PMSG#ALPHA-ADRENERGIC ANTAGONIST#AMITRIPTYLINE#FAS-LIGAND#MANNITOL#LH-RH ANALOGS#PROTEIN KINASE C INHIBITOR#BETA-BLOCKER#CARBAMAZEPINE#CLONIDINE#CLOZAPINE#ANTIPSYCHOTIC AGENT#RALOXIFENE HYDROCHLORIDE#BESTATIN#ANTIVIRAL#ASCORBIC ACID#GENISTEIN#TYRPHOSTIN A25#BETAMETHASONE#KINASE INHIBITOR#MELATONIN#DFMO#AZT#MONOAMINE OXIDASE INHIBITOR#PHOSPHODIESTERASE INHIBITOR#BUPROPION#PROMETHAZINE#PROPYLTHIOURACIL#FCA#LOVASTATIN#RETINOIC ACID#ORAL CONTRACEPTIVE#DICLOFENAC#ISOSORBIDE DINITRATE#SELECTIVE ESTROGEN RECEPTOR MODULATOR#NORETHISTERONE#ANTI-PROGESTIN#ANANDRON#CLOMIPHENE#ESTRADIOL BENZOATE#CDDP#PROTEIN SYNTHESIS INHIBITOR#TPA#TEMOZOLOMIDE#FLUOXYMESTERONE#GOSSYPOL#FLURAZEPAM#NALOXONE#ANTIDEPRESSANT#CALCIUM GLUCONATE#PHENOBARBITAL#PILOCARPINE#BUSPIRONE#NICARDIPINE#DIC10#VASCULAR ENDOTHELIAL GROWTH FACTOR#TESTOLACTONE#BUPROPION HCL#HYPERICUM PERFORATUM#ECHINACEA#ANTISERUM#BENZNIDAZOLE#ANTINEOPLASTIC#ETHINYL ESTRADIOL#DEXAMETHASONE ACETATE#METHYLPHENIDATE#CYPROHEPTADINE HYDROCHLORIDE#CALCIUM CHANNEL BLOCKER#ALPHA-ADRENERGIC AGONIST#ESTRONE-SULFATE#SELENIUM#PHENOTHIAZINE,,",ENSG00000113594"
ENSG00000172236,#THROMBIN#GM-CSF,,",ENSG00000160877"
ENSG00000172292,#adalimumab#certolizumab pegol#etanercept#Tumor necrosis factor alpha (TNF-alpha) inhibitors#infliximab,,",ENSG00000143365,ENSG00000198917"
ENSG00000172349,#Platinum compounds,,",ENSG00000108590"
ENSG00000172482,#lumasiran,,",ENSG00000154016,ENSG00000156873,ENSG00000102100"
ENSG00000172531,#CANTHARIDIN#DNDI1417601#DEMETHYL-CANTHARIDIN,,",ENSG00000145020,ENSG00000146085,ENSG00000077800"
ENSG00000172575,#BYROSTATIN 1#PHORBOL MYRISTATE ACETATE,,",ENSG00000184724"
ENSG00000172757,#ROTENONE#MG-132#FENOFIBRATE#SERTRALINE#CLOTRIMAZOLE#CLOFIBRATE#PATULIN#CINNARIZINE,,",ENSG00000163029,ENSG00000100714,ENSG00000213218"
ENSG00000172809,#DORLIMOMAB ARITOX#CYCLOHEXIMIDE#MT-3724#ATALUREN#ELX-02,,",ENSG00000198728,ENSG00000188393,ENSG00000114933,ENSG00000149557,ENSG00000182768,ENSG00000105205,ENSG00000129083,ENSG00000188089"
ENSG00000172817,#SPIRONOLACTONE#DDD#METHIMAZOLE#GINKGO#LYCOPENE#ANTI-DIABETIC AGENT#FADROZOLE#MITOMYCIN-C#SR 4233#SAQUINAVIR#ADRIAMYCIN#ACETAMINOPHEN#SAPONIN#STREPTOZOTOCIN#DIAZOXIDE,,",ENSG00000197121,ENSG00000145819"
ENSG00000172893,#cholic acid,,",ENSG00000069943"
ENSG00000172955,#NITREFAZOLE,,",ENSG00000088926"
ENSG00000172977,#ANACARDIC ACID#6-DECYLSALICYLIC ACID,,",ENSG00000112983,ENSG00000198034,ENSG00000164047,ENSG00000102100"
ENSG00000173039,"#LUTEOLIN#CID 4101591#KAEMPFERIDE#MORUSINOL#KAEMPFEROL#ISORHAMNETIN#ANDROGRAPHOLIDE#4',7-DIMETHOXY-5-HYDROXYGENISTEIN#VORICONAZOLE#2-PHENYLAMINO-[1,4]NAPHTHOQUINONE#SORBINIL#BROMOPYROGALLOL RED#PYROGALLOL RED#QUERCETIN#CID 739615#DIOSMETIN#DEHYDROXYMETHYLEPOXYQUINOMICIN#CYNAROPICRIN#QUERCETAGETIN#2-(3,4-METHYLENEDIOXYPHENYL)BENZOTHIAZOLE#TAMARIXETIN#FRENTIZOLE#gefitinib#PYRROLIDINE DITHIOCARBAMATE#2-(3',4'-METHYLENEDIOXYPHENYL)QUINOLINE#CID 1245272#ARTESUNATE#2-PHENYLACETYLAMINOBENZOTHIAZOLE#SJ000128325#ACACETIN#INDOPROFEN#PECTOLINARIGENIN#6,4'-DIMETHOXYFLAVONE#10-METHOXYLRUTAECARPINE#RUTIN#CID 867101#CUDRAFLAVONE B#ANTISENSE OLIGONUCLEOTIDES#DEXAMETHASONE#CHRYSOERIOL#PLUMBAGIN#RESVERATROL#SJ000113257#ISOLIQUIRITIGENIN#DNDI1417548#(+)-TUBERIFERIN#N-(3-OXODODECANOYL)HOMOSERINELACTONE#APIGENIN#PYROCATECHOL VIOLET#EDASALONEXENT#MULBERROFURAN H#GOSSYPETIN#PARTHENOLIDE#ANTISENSE AGENT",,",ENSG00000108602,ENSG00000165698,ENSG00000226761,ENSG00000068078,ENSG00000164128,ENSG00000099381,ENSG00000164047,ENSG00000172380"
ENSG00000173085,#hmg coa reductase inhibitors#rosuvastatin#atorvastatin,,",ENSG00000110047,ENSG00000149806,ENSG00000104408,ENSG00000100353,ENSG00000013016"
ENSG00000173273,#2X-121#BGB-290#2X-121,,",ENSG00000100228"
ENSG00000173281,#DOCOSANOL,,",ENSG00000077800"
ENSG00000173585,#CCX-025#CCX025#MLN3126#VERCIRNON#CCX507#MLN-3126#CCX282#Vercirnon,,",ENSG00000167780"
ENSG00000173599,#CORTISOL#AMPHOTERICIN B,,",ENSG00000123395"
ENSG00000173692,#OPROZOMIB#IXAZOMIB#MLN-9708#BORTEZOMIB#BORTEZOMIB#BORTEZOMIB#CARFILZOMIB#CARFILZOMIB#CARFILZOMIB#OPROZOMIB#IXAZOMIB CITRATE#BORTEZOMIB#BORTEZOMIB,,",ENSG00000113594,ENSG00000102158,ENSG00000121351,ENSG00000164597,ENSG00000186642,ENSG00000160688,ENSG00000197043,ENSG00000126777,ENSG00000138435"
ENSG00000173757,#MULTI-SUBTYPE NATURAL HUMAN LEUKOCYTE INTERFERON ALPHA#EPO#RECOMBINANT HUMAN GROWTH HORMONE#TOFACITINIB#DASATINIB#DASATINIB#RHGH,,",ENSG00000127507,ENSG00000150779,ENSG00000078114"
ENSG00000173762,#CD7.CAR/28zeta CAR T cells#Anti-CD7 CAR-T cells,,",ENSG00000108590"
ENSG00000173801,#BAY 86-5044,,",ENSG00000130287"
ENSG00000174059,#PREDNISOLONE#GP-120#AMR-001#QUERCETIN#CART-34 cells#BOVINE PITUITARY EXTRACT#PUROMYCIN#DIFFERENTIATING AGENTS#CAR-T cells targeting CD34#9-CRA#FDG,,",ENSG00000113594,ENSG00000151687"
ENSG00000174175,#GMI-1070#RIVIPANSEL#PSI-697#CY-1503#GMI-1070#INCLACUMAB#BIMOSIAMOSE#SelG1#YSPSL#RPSGL-Ig#CRIZANLIZUMAB#BIMOSIAMOSE#SELG1#RG-1512,,",ENSG00000168671,ENSG00000175224,ENSG00000183751"
ENSG00000174371,#fluorouracil#capecitabine,,",ENSG00000157404,ENSG00000101654"
ENSG00000174437,#celecoxib#ISTAROXIME#Gallopamil#Mydicar#ISTAROXIME#MIPSAGARGIN,,",ENSG00000205097,ENSG00000260596,ENSG00000138433,ENSG00000163510,ENSG00000139343,ENSG00000174231"
ENSG00000174444,#ELX-02#ATALUREN#DORLIMOMAB ARITOX#CYCLOHEXIMIDE#MT-3724,,",ENSG00000111196,ENSG00000184697,ENSG00000105205,ENSG00000198728,ENSG00000188393,ENSG00000182768,ENSG00000188089,ENSG00000149557,ENSG00000169855,ENSG00000129083"
ENSG00000174502,#olanzapine#ivacaftor,,",ENSG00000068394"
ENSG00000174697,#NICOTINE GUM#CLOZAPINE#FELODIPINE#METHIMAZOLE#tacrolimus#MIRTAZAPINE#VALPROIC ACID#ORAL CONTRACEPTIVE#METHADONE#cyclosporine#PROPYLTHIOURACIL#LOVASTATIN#FOLIC ACID#LAMIVUDINE#ESTRADIOL VALERATE#BROMOCRIPTINE#GEMFIBROZIL#metreleptin#INTRALIPID#ANTICOAGULANT#CARVEDILOL#RISPERIDONE#TROGLITAZONE#CALCIUM CHANNEL BLOCKER,,",ENSG00000148730,ENSG00000113594"
ENSG00000174748,#CYCLOHEXIMIDE#MT-3724#DORLIMOMAB ARITOX#ATALUREN#ELX-02,,",ENSG00000182768,ENSG00000188089,ENSG00000149557,ENSG00000198728,ENSG00000129083,ENSG00000105205,ENSG00000188393"
ENSG00000174775,"#VIRAL VECTOR#ADENOVIRAL VECTOR#Crizotinib#EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR#BEVACIZUMAB#Tipifarnib#PD-98059#encorafenib#LY3009120#Metformin#Tipifarnib#Tipifarnib#MNU#Alpelisib#Selumetinib#dabrafenib#L-744,832#VITAMIN E#REOLYSIN#Cetuximab#Lorlatinib#ANTIBIOTIC#HYDROXYUREA#PI-273#Cabozantinib#Buparlisib#E6201#AZ8010#AZD8186#ERAS-007#SR9009#Rigosertib#vemurafenib#Ulixertinib#SELUMETINIB#BINIMETINIB#AZD4547#Ganitumab#Panitumumab#Rigosertib Sodium#FTI-277#Pz-1#WM-8014#NS1#MTOR KINASE INHIBITOR AZD8055#EVEROLIMUS#DIETHYLSTILBESTROL#IL-6#LAK#DES#ANTISENSE OLIGONUCLEOTIDES#CI-1040#Dasatinib#NITROGLYCERIN#LY3214996#SF1126#MK2206#SCH772984#Sirolimus#Trametinib#BRYOSTATIN-1#AZD8055#ERYTHROPOIETIN#ISIS-2503#SR9011#GEMCITABINE#INSULIN#DIMETHYL SULFOXIDE#Everolimus#PLX7904#Dactolisib#MIRDAMETINIB#SALIRASIB#ANTHRACYCLINES#HEXAMETHYLENE BISACETAMIDE#DOCETAXEL#ISIS 2503#Binimetinib#Sapanisertib#PD173074#trametinib#Uprosertib#STREPTOZOTOCIN#ANTINEOPLASTIC#STZ#LXH 254#RAF265",,",ENSG00000184724,ENSG00000175324,ENSG00000170037"
ENSG00000174886,#NV-128#METFORMIN HYDROCHLORIDE#ME-344,,",ENSG00000124571,ENSG00000150961,ENSG00000167080"
ENSG00000175166,#IXAZOMIB#OPROZOMIB#CARFILZOMIB#CARFILZOMIB#BORTEZOMIB#BORTEZOMIB#CARFILZOMIB#BORTEZOMIB#MLN-9708#OPROZOMIB#BORTEZOMIB#BORTEZOMIB#IXAZOMIB CITRATE,,",ENSG00000126777,ENSG00000160688,ENSG00000164597,ENSG00000186642,ENSG00000113594,ENSG00000121351,ENSG00000197043,ENSG00000102158,ENSG00000138435"
ENSG00000175197,#POLYPHENOL#SURAMIN#RAPAMYCIN#celecoxib#6-DIAZO-5-OXO-L-NORLEUCINE#N-(4-HYDROXYPHENYL)RETINAMIDE#MANNITOL#ASCORBIC ACID#IL-1#QUINONE#TAXOTERE#DICLOFENAC#CURCUMIN#INDOMETHACIN#TOPOISOMERASE INHIBITORS#DEFEROXAMINE#CELECOXIB#FENRETINIDE#NICOTINE#HORMONES#ETOPOSIDE#HYDROGEN PEROXIDE#CISPLATIN#BORTEZOMIB#TAXOL#GLUTAMINE#ASPIRIN#PROTEIN SYNTHESIS INHIBITOR#6-HYDROXYDOPAMINE#CSA#PROTEIN KINASE INHIBITOR#RO-31-8220#ACTINOMYCIN D#PENICILLAMINE#PROTEASOME INHIBITOR#NEUROTROPHIC FACTOR#ANTIOXIDANT#PLATINUM#ALPHA-TOCOPHEROL#PHOTOSENSITIZER#PEITC#NVP-AEW541#MAPK INHIBITORS#STZ#STAUROSPORINE#IBUPROFEN,,",ENSG00000213995,ENSG00000141527,ENSG00000108312,ENSG00000145020,ENSG00000162643"
ENSG00000175305,#PALBOCICLIB,,",ENSG00000105650,ENSG00000032742,ENSG00000157404"
ENSG00000175387,#HYDROCORTISONE#CURCUMIN#GERANIIN#AMIFOSTINE#BLEOMYCIN#ATRA#DEMETHOXYCURCUMIN#BLM#BISDEMETHOXYCURCUMIN,,",ENSG00000175324,ENSG00000101336,ENSG00000032742"
ENSG00000175445,#ORLISTAT#Gemfibrozil#LYMPHOKINES#pioglitazone#LABETALOL#LOVASTATIN#LAK#INOSITOL#RESERPINE#AMT-011#FOLIC ACID#Ibrolipim#RETINYL ACETATE#RU 486#H2O2#DEXTRAN SULFATE#pravastatin#ADRIAMYCIN#AMT-011#INSULIN#RECOMBINANT INTERLEUKIN#NADOLOL#Clofibrate#6-OHDA#DIAZOXIDE#TRIAMCINOLONE#ACARBOSE#ISOTRETINOIN#ANABOLIC STEROID#L-ASPARAGINASE,,",ENSG00000229117,ENSG00000114021,ENSG00000145414,ENSG00000004399,ENSG00000154743,ENSG00000139289"
ENSG00000175535,#ORLISTAT#MS-1819#Dalbavancin#GT 389-255#CETILISTAT#CETILISTAT#HOOKEROSIDE A#Pancrecarb#Liprotamase#ORLISTAT#ORLISTAT#Orlistat#HOOKEROSIDE B#ORLISTAT,,",ENSG00000004399"
ENSG00000175591,#DIQUAFOSOL#DENUFOSOL#9-CIS-RETINOIC ACID#DIQUAFOSOL TETRASODIUM#CARBACHOL#DENUFOSOL TETRASODIUM#ISO-IANTHERAN A#INS-37217#Diquafosol#INS37217#ATRA#MC-1,,",ENSG00000100401"
ENSG00000175595,#Cisplatin,,",ENSG00000111087"
ENSG00000175600,#hmg coa reductase inhibitors#hormonal contraceptives for systemic use,,",ENSG00000010256,ENSG00000131174,ENSG00000156467,ENSG00000156885,ENSG00000184076,ENSG00000164919,ENSG00000131143,ENSG00000135940,ENSG00000168275,ENSG00000112695,ENSG00000178741,ENSG00000115944,ENSG00000160471,ENSG00000127540,ENSG00000169021,ENSG00000173660,ENSG00000179091,ENSG00000233954,ENSG00000140740,ENSG00000131055,ENSG00000164405,ENSG00000172115,ENSG00000189043,ENSG00000176340,ENSG00000127184,ENSG00000161281,ENSG00000126267"
ENSG00000175634,#MSC-2363318A#TAS0612#XL-418#LY-2780301,,",ENSG00000214706,ENSG00000172380,ENSG00000198807,ENSG00000175324"
ENSG00000175793,#IMATINIB,,",ENSG00000068078,ENSG00000073849,ENSG00000105650,ENSG00000006652"
ENSG00000175899,#THROMBIN#Enzymes#PROSTAGLANDIN E1#TECHNETIUM TC 99M SUCCIMER#COBALT,,",ENSG00000100060,ENSG00000101336"
